,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
271,bottled water,frankfurter,fruit/vegetable juice,hygiene articles,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,margarine,rum,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,butter milk,flour,herbs,hygiene articles,root vegetables,tropical fruit,whipped/sour cream,whole milk,,,,,,,,,,,,,,,,,,,,,,,,
274,baking powder,brown bread,citrus fruit,cream cheese,domestic eggs,margarine,other vegetables,pip fruit,root vegetables,waffles,whole milk,,,,,,,,,,,,,,,,,,,,,
275,bottled water,curd,fruit/vegetable juice,hamburger meat,margarine,other vegetables,pastry,rolls/buns,semi-finished bread,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,
276,chicken,dessert,other vegetables,pasta,pip fruit,rolls/buns,soda,waffles,whipped/sour cream,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,
277,chicken,citrus fruit,frozen fish,rolls/buns,root vegetables,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,
278,citrus fruit,frankfurter,onions,other vegetables,rolls/buns,soda,sugar,whole milk,,,,,,,,,,,,,,,,,,,,,,,,
279,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,pastry,pip fruit,salad dressing,turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,bottled water,brown bread,curd,domestic eggs,misc. beverages,mustard,packaged fruit/vegetables,pickled vegetables,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,
282,pasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,citrus fruit,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,brown bread,potted plants,rolls/buns,sausage,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,
285,frozen meals,fruit/vegetable juice,pastry,waffles,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,citrus fruit,sauces,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,citrus fruit,other vegetables,rolls/buns,salty snack,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,bottled water,canned beer,chicken,napkins,newspapers,oil,other vegetables,vinegar,whole milk,,,,,,,,,,,,,,,,,,,,,,,
292,flour,hamburger meat,margarine,other vegetables,root vegetables,specialty cheese,whipped/sour cream,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,
293,dessert,oil,other vegetables,pork,sausage,soda,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,
294,abrasive cleaner,beef,berries,root vegetables,whipped/sour cream,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
295,bottled water,citrus fruit,packaged fruit/vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,UHT-milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,beef,citrus fruit,other vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,rolls/buns,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,beef,canned beer,curd,dessert,frankfurter,hygiene articles,mustard,napkins,pickled vegetables,rolls/buns,root vegetables,soft cheese,yogurt,,,,,,,,,,,,,,,,,,,
302,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,chewing gum,chocolate,newspapers,onions,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,candy,cream cheese,packaged fruit/vegetables,tropical fruit,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,bottled water,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,beef,pasta,pastry,soap,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,abrasive cleaner,candy,chicken,cleaner,root vegetables,sausage,tropical fruit,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,
309,hair spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,chicken,long life bakery product,shopping bags,spices,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,brown bread,cat food,citrus fruit,pastry,pork,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,
312,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,bottled beer,hard cheese,meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,brown bread,instant coffee,other vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,bottled water,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,salty snack,soda,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,canned beer,citrus fruit,coffee,dishes,sausage,soda,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,
319,grapes,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,brown bread,domestic eggs,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,canned beer,canned fish,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,bottled water,brown bread,frankfurter,other vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,berries,butter milk,cream cheese,curd,detergent,margarine,misc. beverages,other vegetables,roll products,root vegetables,specialty chocolate,,,,,,,,,,,,,,,,,,,,,
326,hygiene articles,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,rolls/buns,shopping bags,soda,tropical fruit,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,candy,chocolate,ham,hard cheese,misc. beverages,other vegetables,rolls/buns,soda,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,
329,hamburger meat,salty snack,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,mayonnaise,napkins,rolls/buns,soda,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,soda,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,hamburger meat,meat,rubbing alcohol,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,beverages,citrus fruit,fruit/vegetable juice,hard cheese,pet care,pip fruit,soda,waffles,,,,,,,,,,,,,,,,,,,,,,,,
337,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,curd,dish cleaner,frankfurter,frozen potato products,other vegetables,specialty bar,whole milk,zwieback,,,,,,,,,,,,,,,,,,,,,,,,
340,canned beer,citrus fruit,sausage,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,frankfurter,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,cookware,salt,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,beverages,cake bar,chewing gum,cream cheese,curd,pastry,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,
345,butter,other vegetables,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,butter milk,frankfurter,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,butter,mayonnaise,processed cheese,root vegetables,salty snack,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
349,bottled beer,frozen meals,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,beef,hamburger meat,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,berries,cereals,shopping bags,waffles,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,canned beer,red/blush wine,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,candy,chocolate marshmallow,domestic eggs,margarine,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,soda,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,bottled beer,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,hygiene articles,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,citrus fruit,curd,soft cheese,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,fruit/vegetable juice,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,brown bread,butter,frankfurter,pip fruit,pork,processed cheese,sausage,white bread,,,,,,,,,,,,,,,,,,,,,,,,
364,domestic eggs,root vegetables,tropical fruit,whipped/sour cream,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,frankfurter,napkins,pastry,root vegetables,sausage,whipped/sour cream,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,
366,berries,cat food,curd,curd cheese,detergent,other vegetables,packaged fruit/vegetables,root vegetables,specialty bar,whole milk,,,,,,,,,,,,,,,,,,,,,,
367,bottled beer,brown bread,coffee,pastry,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,coffee,curd,dessert,frozen vegetables,packaged fruit/vegetables,root vegetables,specialty fat,,,,,,,,,,,,,,,,,,,,,,,,,
369,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,bottled water,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,berries,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,berries,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,bottled water,butter milk,frozen meals,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,newspapers,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,citrus fruit,ham,hygiene articles,pastry,rolls/buns,waffles,whipped/sour cream,whole milk,,,,,,,,,,,,,,,,,,,,,,,,
376,frozen dessert,napkins,salty snack,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,bottled water,butter milk,rolls/buns,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,butter milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,butter,candy,cling film/bags,frozen vegetables,hard cheese,napkins,onions,pasta,specialty fat,syrup,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,
384,dog food,frozen meals,hamburger meat,hard cheese,pasta,salty snack,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
385,cream cheese,liver loaf,other vegetables,pastry,sausage,shopping bags,soap,,,,,,,,,,,,,,,,,,,,,,,,,
386,hard cheese,napkins,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,condensed milk,rolls/buns,sausage,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,hamburger meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,beverages,frozen dessert,onions,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,bottled water,pastry,rolls/buns,shopping bags,soda,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,
393,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,sliced cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,coffee,sausage,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,chocolate,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,dish cleaner,domestic eggs,hygiene articles,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,meat,other vegetables,whipped/sour cream,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,bathroom cleaner,dish cleaner,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,other vegetables,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,butter milk,coffee,fruit/vegetable juice,long life bakery product,rolls/buns,shopping bags,sliced cheese,sweet spreads,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,
403,Instant food products,other vegetables,rolls/buns,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,other vegetables,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,baking powder,bottled water,chewing gum,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,frankfurter,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,bottled beer,bottled water,margarine,other vegetables,rolls/buns,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
412,citrus fruit,onions,other vegetables,shopping bags,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,ham,hamburger meat,newspapers,sausage,soda,softener,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,
414,domestic eggs,napkins,rolls/buns,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,citrus fruit,curd,hygiene articles,other vegetables,pork,root vegetables,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,
416,coffee,frozen vegetables,fruit/vegetable juice,salty snack,soda,specialty cheese,,,,,,,,,,,,,,,,,,,,,,,,,,
417,citrus fruit,fruit/vegetable juice,pip fruit,pork,sparkling wine,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,
418,beef,berries,domestic eggs,rolls/buns,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,other vegetables,pet care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,chewing gum,chicken,dishes,rolls/buns,sliced cheese,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,
421,chewing gum,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,bottled water,male cosmetics,pastry,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,berries,cake bar,pet care,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,bottled water,canned vegetables,citrus fruit,root vegetables,soda,softener,tropical fruit,yogurt,,,,,,,,,,,,,,,,,,,,,,,,
429,canned fruit,fruit/vegetable juice,oil,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,misc. beverages,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,other vegetables,rolls/buns,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,bottled water,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,UHT-milk,citrus fruit,cream cheese,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,bottled water,canned beer,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,bottled water,napkins,onions,other vegetables,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
439,cat food,dessert,oil,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,beef,coffee,dental care,frozen potato products,hygiene articles,margarine,newspapers,oil,other vegetables,rolls/buns,whole milk,,,,,,,,,,,,,,,,,,,,,
441,bottled beer,bottled water,brandy,canned beer,misc. beverages,rolls/buns,zwieback,,,,,,,,,,,,,,,,,,,,,,,,,
442,beef,instant coffee,onions,other vegetables,root vegetables,soda,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,
443,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,coffee,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,bottled water,brown bread,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,beef,frozen vegetables,hamburger meat,margarine,other vegetables,pork,rolls/buns,shopping bags,whole milk,,,,,,,,,,,,,,,,,,,,,,,
447,canned beer,hygiene articles,liquor (appetizer),napkins,newspapers,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
448,ham,ice cream,other vegetables,sausage,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,beef,other vegetables,rolls/buns,root vegetables,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,bottled beer,bottled water,butter,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,house keeping products,hygiene articles,ice cream,pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,berries,fruit/vegetable juice,ice cream,packaged fruit/vegetables,salty snack,specialty bar,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,
453,curd,frozen vegetables,other vegetables,roll products,rolls/buns,sausage,whipped/sour cream,yogurt,,,,,,,,,,,,,,,,,,,,,,,,
454,bottled water,cling film/bags,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,bottled water,frozen dessert,hard cheese,other vegetables,packaged fruit/vegetables,rice,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,
456,bottled water,herbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,rolls/buns,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Instant food products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,beef,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,honey,waffles,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,frankfurter,pastry,rolls/buns,snack products,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,curd,frankfurter,frozen vegetables,hygiene articles,liver loaf,photo/film,rolls/buns,root vegetables,sausage,semi-finished bread,,,,,,,,,,,,,,,,,,,,,,
466,cream cheese,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,frankfurter,pickled vegetables,root vegetables,seasonal products,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,newspapers,rolls/buns,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,dental care,frankfurter,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,other vegetables,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,bottled water,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,butter,hygiene articles,onions,pastry,pork,rolls/buns,rum,whole milk,,,,,,,,,,,,,,,,,,,,,,,,
473,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,domestic eggs,other vegetables,specialty cheese,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,canned beer,curd,hamburger meat,pasta,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,citrus fruit,hamburger meat,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,cream cheese,fruit/vegetable juice,soda,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,bottled water,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,baby cosmetics,butter milk,chocolate,coffee,cream cheese,curd,dessert,ham,long life bakery product,pip fruit,sliced cheese,whipped/sour cream,white bread,whole milk,,,,,,,,,,,,,,,,,,
482,frankfurter,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,beef,domestic eggs,flour,misc. beverages,napkins,organic products,rice,rolls/buns,root vegetables,sausage,turkey,,,,,,,,,,,,,,,,,,,,,
484,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,bottled beer,bottled water,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,bottled water,frozen meals,hard cheese,meat,other vegetables,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
487,candy,dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,UHT-milk,bottled water,other vegetables,packaged fruit/vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,beverages,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,canned fish,ham,mustard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,brown bread,salty snack,shopping bags,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,coffee,cream cheese,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,pastry,red/blush wine,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,bottled beer,nut snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,bottled beer,pet care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,citrus fruit,other vegetables,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,frozen vegetables,hygiene articles,other vegetables,pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,other vegetables,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,detergent,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,bottled water,dessert,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,pip fruit,shopping bags,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,bottled beer,soda,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,candy,coffee,fruit/vegetable juice,pip fruit,rolls/buns,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,
505,bottled beer,bottled water,cream cheese,frozen dessert,fruit/vegetable juice,misc. beverages,root vegetables,soda,spread cheese,white bread,,,,,,,,,,,,,,,,,,,,,,
506,misc. beverages,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,curd,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,bottled water,male cosmetics,other vegetables,tropical fruit,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,brown bread,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,brown bread,hygiene articles,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,bottled water,candy,coffee,house keeping products,red/blush wine,root vegetables,shopping bags,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,
512,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,coffee,detergent,hygiene articles,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,beef,berries,cat food,chocolate,coffee,dish cleaner,frozen fish,frozen potato products,mayonnaise,mustard,napkins,newspapers,oil,packaged fruit/vegetables,pork,soda,whole milk,,,,,,,,,,,,,,,
518,other vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,bottled water,dishes,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,sparkling wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,bottled water,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,berries,butter milk,citrus fruit,fruit/vegetable juice,hygiene articles,other vegetables,sugar,,,,,,,,,,,,,,,,,,,,,,,,,
523,hamburger meat,other vegetables,rolls/buns,root vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,packaged fruit/vegetables,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,margarine,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,bottled water,frozen potato products,fruit/vegetable juice,margarine,salty snack,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,
528,herbs,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,citrus fruit,rolls/buns,soda,spread cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,beverages,pasta,shopping bags,tropical fruit,white bread,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
534,female sanitary products,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,bottled water,soda,waffles,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,chewing gum,chocolate marshmallow,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,baking powder,chocolate marshmallow,coffee,frozen vegetables,honey,red/blush wine,root vegetables,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,
538,butter milk,pip fruit,pork,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,bottled water,citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,frankfurter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,frankfurter,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,UHT-milk,curd,domestic eggs,frankfurter,hard cheese,hygiene articles,napkins,pip fruit,rolls/buns,shopping bags,tropical fruit,,,,,,,,,,,,,,,,,,,,,
543,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
